fecha,producto,categoria,unidades_vendidas,clima,evento_especial,promocion,precio_unitario,total_ventas,mes,estacion
2025-05-09,Producto D,Categoria 1,314,Nublado,Black Friday,Descuento,25,7850,5,Primavera
2025-05-09,Producto E,Categoria 3,435,Nevado,Semana Santa,Sin promoción,26,11310,5,Primavera
2025-05-10,Producto A,Categoria 3,730,Nevado,Black Friday,Descuento,48,35040,5,Primavera
2025-05-10,Producto B,Categoria 1,237,Nevado,Ninguno,Descuento,33,7821,5,Primavera
2025-05-10,Producto C,Categoria 3,454,Soleado,Navidad,Sin promoción,48,21792,5,Primavera
2025-05-10,Producto D,Categoria 2,904,Lluvia,Black Friday,Descuento,9,8136,5,Primavera
2025-05-10,Producto E,Categoria 2,496,Nublado,Ninguno,Descuento,19,9424,5,Primavera
2025-05-11,Producto A,Categoria 2,811,Lluvia,Navidad,Sin promoción,14,11354,5,Primavera
2025-05-11,Producto B,Categoria 1,341,Soleado,Semana Santa,Sin promoción,42,14322,5,Primavera
2025-05-11,Producto C,Categoria 2,362,Nevado,Semana Santa,Descuento,13,4706,5,Primavera
2025-05-11,Producto D,Categoria 1,229,Nevado,Lunes de Pascua,Sin promoción,8,1832,5,Primavera
2025-05-11,Producto E,Categoria 3,443,Soleado,Lunes de Pascua,Sin promoción,5,2215,5,Primavera
2025-05-12,Producto A,Categoria 2,557,Nevado,Semana Santa,Sin promoción,49,27293,5,Primavera
2025-05-12,Producto B,Categoria 3,544,Lluvia,Ninguno,Sin promoción,24,13056,5,Primavera
2025-05-12,Producto C,Categoria 3,779,Soleado,Black Friday,Sin promoción,6,4674,5,Primavera
2025-05-12,Producto D,Categoria 2,516,Soleado,Black Friday,Sin promoción,8,4128,5,Primavera
2025-05-12,Producto E,Categoria 3,448,Nublado,Black Friday,Sin promoción,15,6720,5,Primavera
2025-05-13,Producto A,Categoria 1,327,Lluvia,Semana Santa,Sin promoción,29,9483,5,Primavera
2025-05-13,Producto B,Categoria 3,693,Nublado,Navidad,Sin promoción,34,23562,5,Primavera
2025-05-13,Producto C,Categoria 2,658,Soleado,Semana Santa,Descuento,27,17766,5,Primavera
2025-05-13,Producto D,Categoria 2,156,Soleado,Ninguno,Sin promoción,9,1404,5,Primavera
2025-05-13,Producto E,Categoria 2,477,Soleado,Semana Santa,Descuento,19,9063,5,Primavera
2025-05-14,Producto A,Categoria 3,716,Nublado,Black Friday,Descuento,45,32220,5,Primavera
2025-05-14,Producto B,Categoria 1,708,Lluvia,Black Friday,Descuento,36,25488,5,Primavera
2025-05-14,Producto C,Categoria 2,75,Nevado,Ninguno,Descuento,8,600,5,Primavera
2025-05-14,Producto D,Categoria 2,477,Lluvia,Black Friday,Descuento,27,12879,5,Primavera
2025-05-14,Producto E,Categoria 3,576,Soleado,Semana Santa,Sin promoción,40,23040,5,Primavera
2025-05-15,Producto A,Categoria 3,879,Nublado,Black Friday,Sin promoción,19,16701,5,Primavera
2025-05-15,Producto B,Categoria 1,724,Nevado,Navidad,Sin promoción,49,35476,5,Primavera
2025-05-15,Producto C,Categoria 3,433,Lluvia,Semana Santa,Descuento,11,4763,5,Primavera
2025-05-15,Producto D,Categoria 1,127,Lluvia,Ninguno,Sin promoción,7,889,5,Primavera
2025-05-15,Producto E,Categoria 3,192,Nevado,Ninguno,Descuento,13,2496,5,Primavera
2025-05-16,Producto A,Categoria 3,407,Nublado,Lunes de Pascua,Sin promoción,10,4070,5,Primavera
2025-05-16,Producto B,Categoria 1,271,Nublado,Lunes de Pascua,Descuento,32,8672,5,Primavera
2025-05-16,Producto C,Categoria 3,757,Nublado,Black Friday,Descuento,35,26495,5,Primavera
2025-05-16,Producto D,Categoria 1,304,Lluvia,Semana Santa,Sin promoción,48,14592,5,Primavera
2025-05-16,Producto E,Categoria 2,716,Nevado,Black Friday,Descuento,28,20048,5,Primavera
2025-05-17,Producto A,Categoria 2,818,Nevado,Black Friday,Sin promoción,16,13088,5,Primavera
2025-05-17,Producto B,Categoria 1,769,Soleado,Navidad,Sin promoción,36,27684,5,Primavera
2025-05-17,Producto C,Categoria 3,777,Nevado,Black Friday,Sin promoción,37,28749,5,Primavera
2025-05-17,Producto D,Categoria 3,433,Lluvia,Semana Santa,Descuento,14,6062,5,Primavera
2025-05-17,Producto E,Categoria 2,599,Nublado,Semana Santa,Sin promoción,32,19168,5,Primavera
2025-05-18,Producto A,Categoria 2,598,Nublado,Black Friday,Descuento,46,27508,5,Primavera
2025-05-18,Producto B,Categoria 3,809,Nevado,Black Friday,Descuento,29,23461,5,Primavera
2025-05-18,Producto C,Categoria 3,679,Nevado,Semana Santa,Sin promoción,7,4753,5,Primavera
2025-05-18,Producto D,Categoria 3,565,Nevado,Semana Santa,Descuento,44,24860,5,Primavera
2025-05-18,Producto E,Categoria 1,360,Nublado,Semana Santa,Descuento,47,16920,5,Primavera
2025-05-19,Producto A,Categoria 3,343,Soleado,Lunes de Pascua,Descuento,35,12005,5,Primavera
2025-05-19,Producto B,Categoria 3,416,Nublado,Semana Santa,Descuento,24,9984,5,Primavera
2025-05-19,Producto C,Categoria 2,433,Soleado,Lunes de Pascua,Descuento,16,6928,5,Primavera
2025-05-19,Producto D,Categoria 3,494,Nevado,Black Friday,Sin promoción,34,16796,5,Primavera
2025-05-19,Producto E,Categoria 2,466,Soleado,Semana Santa,Sin promoción,14,6524,5,Primavera
2025-05-20,Producto A,Categoria 2,105,Nevado,Lunes de Pascua,Descuento,6,630,5,Primavera
2025-05-20,Producto B,Categoria 1,206,Lluvia,Lunes de Pascua,Descuento,22,4532,5,Primavera
2025-05-20,Producto C,Categoria 2,256,Lluvia,Ninguno,Descuento,16,4096,5,Primavera
2025-05-20,Producto D,Categoria 2,273,Soleado,Semana Santa,Descuento,45,12285,5,Primavera
2025-05-20,Producto E,Categoria 3,135,Nublado,Ninguno,Sin promoción,47,6345,5,Primavera
2025-05-21,Producto A,Categoria 2,911,Nublado,Navidad,Sin promoción,22,20042,5,Primavera
2025-05-21,Producto B,Categoria 3,582,Soleado,Navidad,Sin promoción,5,2910,5,Primavera
2025-05-21,Producto C,Categoria 3,335,Soleado,Semana Santa,Sin promoción,12,4020,5,Primavera
2025-05-21,Producto D,Categoria 3,546,Lluvia,Semana Santa,Sin promoción,40,21840,5,Primavera
2025-05-21,Producto E,Categoria 3,547,Lluvia,Lunes de Pascua,Descuento,41,22427,5,Primavera
2025-05-22,Producto A,Categoria 2,977,Nevado,Black Friday,Descuento,49,47873,5,Primavera
2025-05-22,Producto B,Categoria 2,714,Soleado,Navidad,Sin promoción,34,24276,5,Primavera
2025-05-22,Producto C,Categoria 1,107,Nublado,Ninguno,Descuento,33,3531,5,Primavera
2025-05-22,Producto D,Categoria 3,182,Nevado,Ninguno,Descuento,38,6916,5,Primavera
2025-05-22,Producto E,Categoria 1,217,Nublado,Ninguno,Sin promoción,21,4557,5,Primavera
2025-05-23,Producto A,Categoria 2,394,Lluvia,Black Friday,Sin promoción,30,11820,5,Primavera
2025-05-23,Producto B,Categoria 1,297,Lluvia,Lunes de Pascua,Sin promoción,39,11583,5,Primavera
2025-05-23,Producto C,Categoria 2,329,Nevado,Semana Santa,Sin promoción,6,1974,5,Primavera
2025-05-23,Producto D,Categoria 3,420,Lluvia,Lunes de Pascua,Sin promoción,9,3780,5,Primavera
2025-05-23,Producto E,Categoria 3,225,Nevado,Lunes de Pascua,Descuento,13,2925,5,Primavera
2025-05-24,Producto A,Categoria 3,226,Nublado,Ninguno,Sin promoción,28,6328,5,Primavera
2025-05-24,Producto B,Categoria 3,422,Soleado,Semana Santa,Descuento,49,20678,5,Primavera
2025-05-24,Producto C,Categoria 2,822,Soleado,Black Friday,Descuento,22,18084,5,Primavera
2025-05-24,Producto D,Categoria 3,775,Soleado,Navidad,Descuento,30,23250,5,Primavera
2025-05-24,Producto E,Categoria 3,714,Soleado,Black Friday,Descuento,31,22134,5,Primavera
2025-05-25,Producto A,Categoria 1,594,Lluvia,Semana Santa,Descuento,30,17820,5,Primavera
2025-05-25,Producto B,Categoria 3,544,Nublado,Black Friday,Descuento,27,14688,5,Primavera
2025-05-25,Producto C,Categoria 1,292,Nublado,Lunes de Pascua,Descuento,30,8760,5,Primavera
2025-05-25,Producto D,Categoria 1,497,Soleado,Ninguno,Sin promoción,12,5964,5,Primavera
2025-05-25,Producto E,Categoria 1,657,Soleado,Black Friday,Descuento,13,8541,5,Primavera
2025-05-26,Producto A,Categoria 2,491,Lluvia,Ninguno,Descuento,34,16694,5,Primavera
2025-05-26,Producto B,Categoria 1,286,Nublado,Lunes de Pascua,Sin promoción,42,12012,5,Primavera
2025-05-26,Producto C,Categoria 3,411,Lluvia,Ninguno,Sin promoción,49,20139,5,Primavera
2025-05-26,Producto D,Categoria 3,400,Lluvia,Lunes de Pascua,Descuento,16,6400,5,Primavera
2025-05-26,Producto E,Categoria 1,584,Nevado,Black Friday,Sin promoción,45,26280,5,Primavera
2025-05-27,Producto A,Categoria 3,471,Nublado,Lunes de Pascua,Sin promoción,15,7065,5,Primavera
2025-05-27,Producto B,Categoria 2,315,Nublado,Semana Santa,Sin promoción,35,11025,5,Primavera
2025-05-27,Producto C,Categoria 3,350,Nevado,Lunes de Pascua,Sin promoción,30,10500,5,Primavera
2025-05-27,Producto D,Categoria 1,281,Nevado,Semana Santa,Sin promoción,24,6744,5,Primavera
2025-05-27,Producto E,Categoria 3,512,Lluvia,Semana Santa,Descuento,15,7680,5,Primavera
2025-05-28,Producto A,Categoria 1,87,Nublado,Ninguno,Sin promoción,42,3654,5,Primavera
2025-05-28,Producto B,Categoria 1,383,Lluvia,Semana Santa,Descuento,27,10341,5,Primavera
2025-05-28,Producto C,Categoria 2,823,Nublado,Black Friday,Descuento,31,25513,5,Primavera
2025-05-28,Producto D,Categoria 3,299,Nevado,Ninguno,Descuento,6,1794,5,Primavera
2025-05-28,Producto E,Categoria 2,528,Nevado,Navidad,Descuento,26,13728,5,Primavera
2025-05-29,Producto A,Categoria 1,98,Nublado,Lunes de Pascua,Descuento,20,1960,5,Primavera
2025-05-29,Producto B,Categoria 1,324,Nublado,Lunes de Pascua,Descuento,47,15228,5,Primavera
2025-05-29,Producto C,Categoria 2,572,Nublado,Navidad,Sin promoción,14,8008,5,Primavera
2025-05-29,Producto D,Categoria 3,471,Nublado,Lunes de Pascua,Descuento,19,8949,5,Primavera
2025-05-29,Producto E,Categoria 3,165,Nublado,Semana Santa,Descuento,34,5610,5,Primavera
2025-05-30,Producto A,Categoria 3,675,Soleado,Semana Santa,Sin promoción,45,30375,5,Primavera
2025-05-30,Producto B,Categoria 3,486,Lluvia,Black Friday,Sin promoción,18,8748,5,Primavera
2025-05-30,Producto C,Categoria 2,480,Lluvia,Black Friday,Sin promoción,27,12960,5,Primavera
2025-05-30,Producto D,Categoria 1,367,Nublado,Lunes de Pascua,Descuento,37,13579,5,Primavera
2025-05-30,Producto E,Categoria 1,372,Lluvia,Semana Santa,Descuento,46,17112,5,Primavera
2025-05-31,Producto A,Categoria 1,276,Nublado,Ninguno,Descuento,13,3588,5,Primavera
2025-05-31,Producto B,Categoria 2,580,Nevado,Semana Santa,Descuento,27,15660,5,Primavera
2025-05-31,Producto C,Categoria 3,492,Nevado,Navidad,Sin promoción,49,24108,5,Primavera
2025-05-31,Producto D,Categoria 2,631,Nevado,Black Friday,Sin promoción,13,8203,5,Primavera
2025-05-31,Producto E,Categoria 2,607,Nevado,Black Friday,Descuento,33,20031,5,Primavera
2025-06-01,Producto A,Categoria 3,183,Nevado,Lunes de Pascua,Sin promoción,24,4392,6,Verano
2025-06-01,Producto B,Categoria 3,657,Nevado,Black Friday,Descuento,28,18396,6,Verano
2025-06-01,Producto C,Categoria 1,392,Lluvia,Black Friday,Sin promoción,6,2352,6,Verano
2025-06-01,Producto D,Categoria 3,834,Soleado,Navidad,Sin promoción,30,25020,6,Verano
2025-06-01,Producto E,Categoria 3,153,Soleado,Lunes de Pascua,Descuento,13,1989,6,Verano
2025-06-02,Producto A,Categoria 1,540,Soleado,Semana Santa,Descuento,35,18900,6,Verano
2025-06-02,Producto B,Categoria 1,757,Soleado,Navidad,Descuento,42,31794,6,Verano
2025-06-02,Producto C,Categoria 1,721,Lluvia,Semana Santa,Descuento,24,17304,6,Verano
2025-06-02,Producto D,Categoria 2,453,Soleado,Lunes de Pascua,Sin promoción,15,6795,6,Verano
2025-06-02,Producto E,Categoria 1,739,Nevado,Black Friday,Descuento,17,12563,6,Verano
2025-06-03,Producto A,Categoria 3,416,Lluvia,Lunes de Pascua,Sin promoción,37,15392,6,Verano
2025-06-03,Producto B,Categoria 3,205,Nevado,Semana Santa,Descuento,10,2050,6,Verano
2025-06-03,Producto C,Categoria 1,724,Nevado,Black Friday,Sin promoción,43,31132,6,Verano
2025-06-03,Producto D,Categoria 2,659,Nevado,Navidad,Descuento,42,27678,6,Verano
2025-06-03,Producto E,Categoria 3,333,Nevado,Ninguno,Descuento,14,4662,6,Verano
2025-06-04,Producto A,Categoria 3,561,Nevado,Navidad,Sin promoción,16,8976,6,Verano
2025-06-04,Producto B,Categoria 2,835,Nevado,Black Friday,Descuento,28,23380,6,Verano
2025-06-04,Producto C,Categoria 2,956,Lluvia,Navidad,Descuento,49,46844,6,Verano
2025-06-04,Producto D,Categoria 1,743,Nevado,Black Friday,Sin promoción,33,24519,6,Verano
2025-06-04,Producto E,Categoria 2,680,Nublado,Navidad,Descuento,22,14960,6,Verano
2025-06-05,Producto A,Categoria 2,719,Nublado,Navidad,Descuento,17,12223,6,Verano
2025-06-05,Producto B,Categoria 1,185,Lluvia,Semana Santa,Sin promoción,25,4625,6,Verano
2025-06-05,Producto C,Categoria 1,394,Nevado,Semana Santa,Descuento,29,11426,6,Verano
2025-06-05,Producto D,Categoria 1,629,Nublado,Black Friday,Sin promoción,40,25160,6,Verano
2025-06-05,Producto E,Categoria 1,288,Soleado,Ninguno,Descuento,18,5184,6,Verano
2025-06-06,Producto A,Categoria 1,318,Soleado,Semana Santa,Sin promoción,32,10176,6,Verano
2025-06-06,Producto B,Categoria 3,59,Nublado,Ninguno,Descuento,5,295,6,Verano
2025-06-06,Producto C,Categoria 1,245,Nevado,Semana Santa,Sin promoción,7,1715,6,Verano
2025-06-06,Producto D,Categoria 2,761,Lluvia,Navidad,Descuento,38,28918,6,Verano
2025-06-06,Producto E,Categoria 3,481,Nevado,Semana Santa,Descuento,8,3848,6,Verano
2025-06-07,Producto A,Categoria 3,415,Soleado,Lunes de Pascua,Sin promoción,25,10375,6,Verano
2025-06-07,Producto B,Categoria 2,514,Soleado,Semana Santa,Descuento,30,15420,6,Verano
2025-06-07,Producto C,Categoria 2,142,Lluvia,Lunes de Pascua,Sin promoción,15,2130,6,Verano
2025-06-07,Producto D,Categoria 2,446,Nublado,Black Friday,Sin promoción,16,7136,6,Verano
2025-06-07,Producto E,Categoria 2,755,Nevado,Navidad,Sin promoción,31,23405,6,Verano
2025-06-08,Producto A,Categoria 2,491,Nublado,Lunes de Pascua,Sin promoción,12,5892,6,Verano
2025-06-08,Producto B,Categoria 1,317,Nublado,Navidad,Descuento,13,4121,6,Verano
2025-06-08,Producto C,Categoria 1,226,Nevado,Ninguno,Sin promoción,27,6102,6,Verano
2025-06-08,Producto D,Categoria 1,644,Nublado,Black Friday,Descuento,36,23184,6,Verano
2025-06-08,Producto E,Categoria 1,592,Soleado,Black Friday,Descuento,46,27232,6,Verano
2025-06-09,Producto A,Categoria 3,283,Nevado,Lunes de Pascua,Sin promoción,12,3396,6,Verano
2025-06-09,Producto B,Categoria 3,54,Nublado,Lunes de Pascua,Descuento,17,918,6,Verano
2025-06-09,Producto C,Categoria 1,302,Soleado,Semana Santa,Descuento,32,9664,6,Verano
2025-06-09,Producto D,Categoria 2,529,Soleado,Black Friday,Sin promoción,34,17986,6,Verano
2025-06-09,Producto E,Categoria 1,236,Nublado,Lunes de Pascua,Descuento,24,5664,6,Verano
2025-06-10,Producto A,Categoria 1,176,Lluvia,Lunes de Pascua,Sin promoción,13,2288,6,Verano
2025-06-10,Producto B,Categoria 2,523,Nevado,Semana Santa,Sin promoción,38,19874,6,Verano
2025-06-10,Producto C,Categoria 2,371,Nublado,Navidad,Sin promoción,9,3339,6,Verano
2025-06-10,Producto D,Categoria 3,333,Nublado,Lunes de Pascua,Descuento,21,6993,6,Verano
2025-06-10,Producto E,Categoria 2,260,Soleado,Lunes de Pascua,Descuento,16,4160,6,Verano
2025-06-11,Producto A,Categoria 3,252,Nublado,Lunes de Pascua,Sin promoción,8,2016,6,Verano
2025-06-11,Producto B,Categoria 2,396,Soleado,Lunes de Pascua,Sin promoción,45,17820,6,Verano
2025-06-11,Producto C,Categoria 3,391,Nevado,Lunes de Pascua,Descuento,17,6647,6,Verano
2025-06-11,Producto D,Categoria 2,734,Lluvia,Black Friday,Sin promoción,13,9542,6,Verano
2025-06-11,Producto E,Categoria 2,650,Nevado,Black Friday,Sin promoción,38,24700,6,Verano
2025-06-12,Producto A,Categoria 2,153,Soleado,Ninguno,Sin promoción,11,1683,6,Verano
2025-06-12,Producto B,Categoria 3,531,Lluvia,Semana Santa,Descuento,34,18054,6,Verano
2025-06-12,Producto C,Categoria 2,434,Lluvia,Black Friday,Descuento,11,4774,6,Verano
2025-06-12,Producto D,Categoria 1,480,Nevado,Semana Santa,Sin promoción,7,3360,6,Verano
2025-06-12,Producto E,Categoria 3,598,Nevado,Navidad,Sin promoción,43,25714,6,Verano
2025-06-13,Producto A,Categoria 3,629,Lluvia,Navidad,Sin promoción,26,16354,6,Verano
2025-06-13,Producto B,Categoria 3,760,Nublado,Navidad,Descuento,20,15200,6,Verano
2025-06-13,Producto C,Categoria 1,789,Soleado,Navidad,Descuento,21,16569,6,Verano
2025-06-13,Producto D,Categoria 3,556,Lluvia,Semana Santa,Descuento,15,8340,6,Verano
2025-06-13,Producto E,Categoria 2,616,Nublado,Semana Santa,Descuento,29,17864,6,Verano
2025-06-14,Producto A,Categoria 2,125,Soleado,Ninguno,Sin promoción,36,4500,6,Verano
2025-06-14,Producto B,Categoria 2,936,Soleado,Black Friday,Descuento,39,36504,6,Verano
2025-06-14,Producto C,Categoria 1,547,Nevado,Black Friday,Sin promoción,12,6564,6,Verano
2025-06-14,Producto D,Categoria 2,572,Nublado,Black Friday,Sin promoción,34,19448,6,Verano
2025-06-14,Producto E,Categoria 2,346,Soleado,Lunes de Pascua,Descuento,30,10380,6,Verano
2025-06-15,Producto A,Categoria 1,346,Nublado,Semana Santa,Sin promoción,13,4498,6,Verano
2025-06-15,Producto B,Categoria 1,172,Lluvia,Lunes de Pascua,Descuento,31,5332,6,Verano
2025-06-15,Producto C,Categoria 2,328,Lluvia,Ninguno,Sin promoción,42,13776,6,Verano
2025-06-15,Producto D,Categoria 1,92,Soleado,Ninguno,Descuento,39,3588,6,Verano
2025-06-15,Producto E,Categoria 3,503,Lluvia,Lunes de Pascua,Descuento,29,14587,6,Verano
2025-06-16,Producto A,Categoria 1,609,Nevado,Black Friday,Descuento,36,21924,6,Verano
2025-06-16,Producto B,Categoria 1,523,Soleado,Black Friday,Descuento,15,7845,6,Verano
2025-06-16,Producto C,Categoria 3,295,Nevado,Lunes de Pascua,Descuento,17,5015,6,Verano
2025-06-16,Producto D,Categoria 2,726,Lluvia,Black Friday,Sin promoción,25,18150,6,Verano
2025-06-16,Producto E,Categoria 3,515,Soleado,Lunes de Pascua,Sin promoción,32,16480,6,Verano
2025-06-17,Producto A,Categoria 1,598,Lluvia,Black Friday,Descuento,11,6578,6,Verano
2025-06-17,Producto B,Categoria 3,123,Lluvia,Ninguno,Sin promoción,44,5412,6,Verano
2025-06-17,Producto C,Categoria 3,426,Lluvia,Semana Santa,Sin promoción,34,14484,6,Verano
2025-06-17,Producto D,Categoria 3,445,Nublado,Ninguno,Descuento,15,6675,6,Verano
2025-06-17,Producto E,Categoria 3,320,Nublado,Ninguno,Descuento,38,12160,6,Verano
2025-06-18,Producto A,Categoria 2,323,Nublado,Semana Santa,Descuento,26,8398,6,Verano
2025-06-18,Producto B,Categoria 1,181,Nublado,Ninguno,Sin promoción,14,2534,6,Verano
2025-06-18,Producto C,Categoria 3,614,Nevado,Semana Santa,Descuento,39,23946,6,Verano
2025-06-18,Producto D,Categoria 3,108,Soleado,Lunes de Pascua,Descuento,27,2916,6,Verano
2025-06-18,Producto E,Categoria 2,473,Nevado,Navidad,Sin promoción,48,22704,6,Verano
2025-06-19,Producto A,Categoria 2,528,Nublado,Navidad,Sin promoción,22,11616,6,Verano
2025-06-19,Producto B,Categoria 3,496,Soleado,Black Friday,Descuento,44,21824,6,Verano
2025-06-19,Producto C,Categoria 3,423,Soleado,Lunes de Pascua,Sin promoción,18,7614,6,Verano
2025-06-19,Producto D,Categoria 2,111,Soleado,Ninguno,Sin promoción,13,1443,6,Verano
2025-06-19,Producto E,Categoria 3,473,Nevado,Black Friday,Sin promoción,5,2365,6,Verano
2025-06-20,Producto A,Categoria 1,856,Nublado,Black Friday,Descuento,46,39376,6,Verano
2025-06-20,Producto B,Categoria 3,305,Soleado,Semana Santa,Descuento,15,4575,6,Verano
2025-06-20,Producto C,Categoria 2,637,Nevado,Black Friday,Sin promoción,18,11466,6,Verano
2025-06-20,Producto D,Categoria 1,728,Nublado,Black Friday,Sin promoción,29,21112,6,Verano
2025-06-20,Producto E,Categoria 1,284,Nublado,Ninguno,Descuento,30,8520,6,Verano
2025-06-21,Producto A,Categoria 2,261,Soleado,Lunes de Pascua,Descuento,20,5220,6,Verano
2025-06-21,Producto B,Categoria 3,535,Nevado,Navidad,Sin promoción,14,7490,6,Verano
2025-06-21,Producto C,Categoria 2,530,Nublado,Semana Santa,Sin promoción,18,9540,6,Verano
2025-06-21,Producto D,Categoria 3,717,Soleado,Navidad,Sin promoción,19,13623,6,Verano
2025-06-21,Producto E,Categoria 2,573,Lluvia,Semana Santa,Sin promoción,25,14325,6,Verano
2025-06-22,Producto A,Categoria 1,237,Nevado,Lunes de Pascua,Descuento,37,8769,6,Verano
2025-06-22,Producto B,Categoria 3,422,Nublado,Navidad,Sin promoción,49,20678,6,Verano
2025-06-22,Producto C,Categoria 3,336,Soleado,Lunes de Pascua,Descuento,18,6048,6,Verano
2025-06-22,Producto D,Categoria 1,592,Lluvia,Navidad,Descuento,34,20128,6,Verano
2025-06-22,Producto E,Categoria 1,464,Nevado,Navidad,Sin promoción,37,17168,6,Verano
2025-06-23,Producto A,Categoria 2,55,Nublado,Ninguno,Sin promoción,40,2200,6,Verano
2025-06-23,Producto B,Categoria 1,547,Lluvia,Navidad,Sin promoción,26,14222,6,Verano
2025-06-23,Producto C,Categoria 1,513,Nublado,Semana Santa,Sin promoción,18,9234,6,Verano
2025-06-23,Producto D,Categoria 1,827,Lluvia,Black Friday,Sin promoción,35,28945,6,Verano
2025-06-23,Producto E,Categoria 2,388,Nublado,Semana Santa,Descuento,45,17460,6,Verano
2025-06-24,Producto A,Categoria 2,746,Soleado,Black Friday,Sin promoción,20,14920,6,Verano
2025-06-24,Producto B,Categoria 3,683,Nublado,Black Friday,Descuento,41,28003,6,Verano
2025-06-24,Producto C,Categoria 3,397,Nublado,Lunes de Pascua,Descuento,49,19453,6,Verano
2025-06-24,Producto D,Categoria 2,614,Lluvia,Semana Santa,Descuento,22,13508,6,Verano
2025-06-24,Producto E,Categoria 3,493,Nublado,Ninguno,Descuento,9,4437,6,Verano
2025-06-25,Producto A,Categoria 3,786,Soleado,Navidad,Descuento,49,38514,6,Verano
2025-06-25,Producto B,Categoria 3,616,Nevado,Semana Santa,Descuento,44,27104,6,Verano
2025-06-25,Producto C,Categoria 3,138,Soleado,Lunes de Pascua,Sin promoción,23,3174,6,Verano
2025-06-25,Producto D,Categoria 2,229,Nublado,Semana Santa,Descuento,11,2519,6,Verano
2025-06-25,Producto E,Categoria 2,268,Nevado,Semana Santa,Descuento,28,7504,6,Verano
2025-06-26,Producto A,Categoria 3,518,Lluvia,Ninguno,Sin promoción,47,24346,6,Verano
2025-06-26,Producto B,Categoria 1,514,Nevado,Navidad,Sin promoción,32,16448,6,Verano
2025-06-26,Producto C,Categoria 2,796,Nublado,Black Friday,Sin promoción,42,33432,6,Verano
2025-06-26,Producto D,Categoria 3,282,Soleado,Semana Santa,Descuento,16,4512,6,Verano
2025-06-26,Producto E,Categoria 1,727,Soleado,Navidad,Sin promoción,40,29080,6,Verano
2025-06-27,Producto A,Categoria 1,478,Nevado,Ninguno,Sin promoción,35,16730,6,Verano
2025-06-27,Producto B,Categoria 3,303,Nublado,Ninguno,Descuento,42,12726,6,Verano
2025-06-27,Producto C,Categoria 1,645,Lluvia,Semana Santa,Sin promoción,42,27090,6,Verano
2025-06-27,Producto D,Categoria 1,723,Nublado,Black Friday,Descuento,34,24582,6,Verano
2025-06-27,Producto E,Categoria 1,319,Nublado,Lunes de Pascua,Sin promoción,9,2871,6,Verano
2025-06-28,Producto A,Categoria 1,565,Lluvia,Semana Santa,Descuento,18,10170,6,Verano
2025-06-28,Producto B,Categoria 2,526,Nublado,Navidad,Sin promoción,40,21040,6,Verano
2025-06-28,Producto C,Categoria 2,177,Nublado,Ninguno,Descuento,13,2301,6,Verano
2025-06-28,Producto D,Categoria 2,391,Nublado,Ninguno,Sin promoción,33,12903,6,Verano
2025-06-28,Producto E,Categoria 1,467,Nevado,Navidad,Descuento,25,11675,6,Verano
2025-06-29,Producto A,Categoria 3,110,Lluvia,Ninguno,Descuento,40,4400,6,Verano
2025-06-29,Producto B,Categoria 3,207,Nublado,Semana Santa,Sin promoción,30,6210,6,Verano
2025-06-29,Producto C,Categoria 3,537,Nublado,Black Friday,Sin promoción,13,6981,6,Verano
2025-06-29,Producto D,Categoria 3,385,Nublado,Ninguno,Sin promoción,32,12320,6,Verano
2025-06-29,Producto E,Categoria 3,293,Nublado,Lunes de Pascua,Descuento,44,12892,6,Verano
2025-06-30,Producto A,Categoria 3,389,Nublado,Black Friday,Sin promoción,30,11670,6,Verano
2025-06-30,Producto B,Categoria 2,660,Lluvia,Semana Santa,Sin promoción,27,17820,6,Verano
2025-06-30,Producto C,Categoria 1,220,Soleado,Lunes de Pascua,Descuento,12,2640,6,Verano
2025-06-30,Producto D,Categoria 3,128,Nevado,Lunes de Pascua,Sin promoción,17,2176,6,Verano
2025-06-30,Producto E,Categoria 3,261,Nublado,Lunes de Pascua,Sin promoción,32,8352,6,Verano
2025-07-01,Producto A,Categoria 2,472,Nublado,Lunes de Pascua,Descuento,13,6136,7,Verano
2025-07-01,Producto B,Categoria 1,664,Nevado,Navidad,Descuento,44,29216,7,Verano
2025-07-01,Producto C,Categoria 2,435,Nublado,Ninguno,Sin promoción,10,4350,7,Verano
2025-07-01,Producto D,Categoria 1,636,Soleado,Semana Santa,Sin promoción,39,24804,7,Verano
2025-07-01,Producto E,Categoria 1,849,Nublado,Navidad,Sin promoción,38,32262,7,Verano
2025-07-02,Producto A,Categoria 3,412,Soleado,Ninguno,Sin promoción,33,13596,7,Verano
2025-07-02,Producto B,Categoria 1,640,Soleado,Semana Santa,Sin promoción,30,19200,7,Verano
2025-07-02,Producto C,Categoria 2,712,Lluvia,Black Friday,Sin promoción,26,18512,7,Verano
2025-07-02,Producto D,Categoria 1,192,Nevado,Semana Santa,Sin promoción,27,5184,7,Verano
2025-07-02,Producto E,Categoria 2,365,Lluvia,Ninguno,Descuento,44,16060,7,Verano
2025-07-03,Producto A,Categoria 3,443,Nevado,Black Friday,Descuento,11,4873,7,Verano
2025-07-03,Producto B,Categoria 1,712,Lluvia,Navidad,Descuento,23,16376,7,Verano
2025-07-03,Producto C,Categoria 3,216,Nevado,Lunes de Pascua,Descuento,41,8856,7,Verano
2025-07-03,Producto D,Categoria 2,522,Nevado,Navidad,Sin promoción,15,7830,7,Verano
